Nr.,LevelID,Name,Description,Level,Ref ID
13,3.2.1.2.4,Launch New Product/ Service - M&R,"If a new product or service is deemed viable, the organization has much to do in order to scale the model and roll it out to the entire organization. This requires a high degree of collaboration, stakeholder management, and planning to execute in a meaningful way. To properly shepherd and monitor a roll out, strong Governance (decision making processes) must be established, along with clear Profit & Loss (P&L) accountability. Goals should be determined and agreed upon, along with a supporting budget to meet those goals.
Collaboration with Product Development capabilities are critical at several points in the process of delivering innovations to our business model. Product managers assist in the definition of the product or service, and are also accountable for implementation and maturation of the new business. They will also likely be responsible for driving activities with Marketing, Distribution, and Operations.",Capability L2,421-739-0
14,3.2.1.2.5,Perform Merger & Acquisition Due Diligence - M&R,"Review  prospective acquisitions’ financial performance to determine financial viability. One or more of the following may be factored in; asset valuation, historical earnings valuation, future maintainability valuation, relative valuation (competitor comparisons), and cash flow. Develop synergy/savings assumptions to be factored into the purchase. Assess their technologies to determine if there are any that may be leveraged, and how difficult integration may be. Monitor assumptions during negotiation period and communicate changes immediately. Also includes assessing the viability of UHG to support this new business. Must consult with internal entities such as Human Capital, Legal, Regulatory, Procurement, etc.
Consult legal and regulatory teams for provision of data to government entities. Translate regulatory requests to UHC standard methodology (i.e. geographic vs. sales office). Facilitate provision of data from other UHG segments. At this point the final terms of the contract are negotiated with the acquired entity. May include terms of how long the book of business stays with the entity, how existing resources (people and technologies) will be utilized and allocated.",Capability L2,421-740-0
15,3.2.1.3,Business Transformation - M&R,,Capability L1,421-691-0
16,3.2.1.3.1,Define Scope - M&R,"Define scope by establishing high-level parameters for the transformational event.  This includes defining goals, identifying change impact and assigning resources to lead change effort

Business Transformations are large scale transformations including major organizational changes, culture shifts, implementation of new lines of business/products, mergers and acquisitions, etc.",Capability L2,421-741-0
17,3.2.1.3.2,Plan for Transformation - M&R,,Capability L2,421-742-0
18,3.2.1.3.3,Engage Stakeholders - M&R,"Engage Stakeholders focuses on building organizational support by assessing the change required, defining and implementing a change management plan and aligning organizational systems to remove barriers and reinforce desired change",Capability L2,421-743-0
19,3.2.1.3.4,Implement Transformation Plan - M&R,,Capability L2,421-744-0
20,3.2.1.4,Acquisitions & Migrations - M&R,,Capability L1,421-692-0
21,3.2.1.4.1,Acquisition Integration - M&R,"Development and implementation of strategy for integrating the acquisition's products, processes, people and technology",Capability L2,421-745-0
22,3.2.1.4.2,Post-integration Performance Assessment  - M&R,,Capability L2,421-746-0
23,3.2.1.4.3,Migration Planning & Execution - M&R,"Development and implementation  of migration strategies, plan and timelines",Capability L2,421-747-0
24,3.2.1.5,"Manage Quality, Risk and Performance - M&R",,Capability L1,421-693-0
25,3.2.1.5.1,Quality Management - M&R,,Capability L2,421-748-0
26,3.2.1.5.2,Business Risk Management  - M&R,"On an annual basis our business goes through a process of identifying, categorizing and quantifying risks and their impact to the organization. These are collected by the Chief Financial Officer with the help of the Corporate Risk Management team.
Once risks have been appropriately categorized, and the impact has been understood, accountability is assigned to senior leaders for an appropriate action plan responding to risk. Action plans usually look at a 12 to 18 month time horizon.",Capability L2,421-749-0
27,3.2.1.5.3,Oversight - M&R,"Metrics are identified and defined at the functional level, and are mapped to strategic business imperatives. Each function is responsible for collecting, analyzing, and presenting data for a multitude of operational and management needs.",Capability L2,421-2879-0
28,3.2.1.5.4,Drive Organizational Performance - M&R,"Development and implementation of management systems (goals, dashboards, communication strategy, etc.) that define, communicate and measure organizational performance",Capability L2,421-750-0
29,3.2.2,Product - M&R,"Product is the function that is responsible for driving sustainable, profitable growth through the development of innovative benefit plans (Medicare Products and Part D) and services.  This includes driving market specific strategies to achieve membership growth and retention objectives.",Domain L0,421-680-0
30,3.2.2.1,Product Analytics - M&R,"Product Analytics focuses on capabilities that support data gathering, analysis and reporting.  The Analysis capabilities are required to remain compliant; develop insights into existing product offerings and the impacts on member experience as well as developing new innovative products.  This is a core capability to meet long-term growth, cost-efficiency and compliance objectives.",Capability L1,421-694-0
31,3.2.2.1.1,Collect & Mine Data - M&R,"Collect and aggregate product data for the Individual Medicare Advantage business. This activity takes place year round.

Includes analysis of Annual Enrollment Period (AEP), Special Enrollment Period (SEP) data. Input also gathered from Health Plan CEOs and their teams, and other cross functional M&R business teams. 


KEY TECHNOLOGIES & DATA SOURCES
Competitive Analytics Database (CMS Public Use Files)
Product Database
MMR (Member Medicare Report)
PAPI (Pharmacy Analytics Part D Data Mart)
FIN360
Thompson-Reuters Eikon (Market Data & Information)
Underwriting Files
FP&A Sourced Data (Milliman Data, NAIC)
UHN Provider Data
MIP (Market Intelligence Portal)
SMRT (Sales Management Reporting Tools)",Capability L2,421-769-0
32,3.2.2.1.1.1,Gather Competitive Intelligence - M&R,,Capability L3,421-6315-0
33,3.2.2.1.1.2,Define Executive Strategies & Objectives - M&R,,Capability L3,421-6316-0
34,3.2.2.1.2,Manage Product Regulatory Data - M&R,"Manage the product and regulatory data for the Individual Medicare Advantage business. This activity takes place year round. 

KEY TECHNOLOGIES & DATA SOURCES
Competitive Analytics Database (CMS Public Use Files)
Product Database
MMR (Member Medicare Report)
PAPI (Pharmacy Analytics Part D Data Mart)
FIN360
Thompson-Reuters Eikon (Market Data & Information)
Underwriting Files
FP&A Sourced Data (Milliman Data, NAIC)
UHN Provider Data
MIP (Market Intelligence Portal)
SMRT (Sales Management Reporting Tools)",Capability L2,421-770-0
35,3.2.2.1.2.1,Aggregate & Manage Data - M&R,,Capability L3,421-6317-0
36,3.2.2.1.2.2,Input Data Into Product Systems - M&R,,Capability L3,421-6318-0
37,3.2.2.1.3,Analyze and Interpret Data - M&R,"Multiple product, member, financial, 3rd party sources are referenced, and the data analyzed to determine impact on Medicare Advantage business, place within industry, and overall competitive landscape.

KEY TECHNOLOGIES & DATA SOURCES
Competitive Analytics Database (CMS Public Use Files)
Product Database
MMR (Member Medicare Report)
PAPI (Pharmacy Analytics Part D Data Mart)
FIN360
Thompson-Reuters Eikon (Market Data & Information)
Underwriting Files
FP&A Sourced Data (Milliman Data, NAIC)
UHN Provider Data
MIP (Market Intelligence Portal)
SMRT (Sales Management Reporting Tools)",Capability L2,421-771-0
38,3.2.2.1.3.1,Analyze Multiple Data Sources - M&R,,Capability L3,421-6319-0
39,3.2.2.1.3.2,Generate Competitive Analysis - M&R,,Capability L3,421-6320-0
40,3.2.2.1.4,Deliver Product and Regulatory Data - M&R,"Ability to generate required reports that are requested by both CMS and individual States. In short, the work is really regulatory required reporting of Medicare data to state regulators. Data typically member and claim info.

Also could include delivery of  product and regulatory data to strategy, development, operations (e.g. training, materials) teams.


Goal is to communicate expected changes in rates and regulations, that will impact these teams, so they can begin to update processes and systems to meet the CMS required changes . In terms of systems, data also needs to be uploaded or manually inputted into systems (e.g. Product Database).

KEY TECHNOLOGIES & DATA SOURCES
Competitive Analytics Database (CMS Public Use Files)
Product Database
MMR (Member Medicare Report)
PAPI (Pharmacy Analytics Part D Data Mart)
FIN360
Thompson-Reuters Eikon (Market Data & Information)
Underwriting Files
FP&A Sourced Data (Milliman Data, NAIC)
UHN Provider Data
MIP (Market Intelligence Portal)
SMRT (Sales Management Reporting Tools)",Capability L2,421-772-0
41,3.2.2.1.4.1,Communicate Regulatory Data - M&R,,Capability L3,421-6321-0
42,3.2.2.1.4.2,Update Systems & Processes - M&R,,Capability L3,421-6322-0
43,3.2.2.2,Product Strategy - M&R,"Product Strategy involves capabilities that enable flexible, nimble and collaborative decisions on annual and long term product offerings within the Medicare & Retirement portfolio",Capability L1,421-695-0
44,3.2.2.2.1,Develop Product Portfolio Strategy - M&R,"Create and deliver product portfolio strategies for all M&R markets, which are leveraged by the Health Plan CEO & their teams, sales and field leaders, and internal operational teams

This is a simulated activity to pit UHC against other carriers in attempt to predict what they would do based on what benefits UHC M&R deploys. M&R makes a best guess as to the other carriers’ strategies, and is based on previous/existing year plans

Collect incoming regulatory data from CMS. Goal is to interpret Rate Notice and  Draft Call Letter, which arrives early February annually. This information is distributed to Compliance, Legal, Product teams with goal of determining (primarily) the impact to the Plan Benefit Package (PBP, i.e. Plans) which will eventually be filed with CMS. Following that product and regulatory data is inputted into appropriate systems, and then socialize to appropriate stakeholders. 


KEY TECHNOLOGIES & DATA SOURCES
Competitive Analytics Database (CMS Public Use Files)
Product Database
MMR (Member Medicare Report)
PAPI (Pharmacy Analytics Part D Data Mart)
FIN360
Thompson-Reuters Eikon (Market Data & Information)
Underwriting Files
FP&A Sourced Data (Milliman Data, NAIC)
UHN Provider Data
MIP (Market Intelligence Portal)
SMRT (Sales Management Reporting Tools)
Consumer/Market Research
CMS Draft Call Letter",Capability L2,421-775-0
45,3.2.2.2.1.1,Create Product Strategies - M&R,,Capability L3,421-6323-0
46,3.2.2.2.1.2,Prepare for and Conduct War Games - M&R,,Capability L3,421-6324-0
47,3.2.2.2.1.3,Interpret Draft Call Letter - M&R,,Capability L3,421-6325-0
48,3.2.2.2.2,Collaborate and Coordinate Strategy - M&R,"Product strategies are socialized and discussed with key stakeholders.  Results from the War Games are also reported out to stakeholders during this phase. Collaboration with key stakeholders takes place so the product portfolio strategies can be further refined. In terms of MAPD, PDP plans, a determination is made is new or existing formularies will be used.

The final CMS Rate Notice and Draft Call Letter is analyzed, and incorporated into the product strategy.

 KEY TECHNOLOGIES & DATA SOURCES
Competitive Analytics Database (CMS Public Use Files)
Product Database
MMR (Member Medicare Report)
PAPI (Pharmacy Analytics Part D Data Mart)
FIN360
Thompson-Reuters Eikon (Market Data & Information)
Underwriting Files
FP&A Sourced Data (Milliman Data, NAIC)
UHN Provider Data
MIP (Market Intelligence Portal)
SMRT (Sales Management Reporting Tools)
CMS Final Call Letter",Capability L2,421-776-0
49,3.2.2.2.2.1,Socialize Product Strategies - M&R,,Capability L3,421-6326-0
50,3.2.2.2.2.2,Report Out on War Games - M&R,,Capability L3,421-6327-0
51,3.2.2.2.2.3,Interpret Final Call Letter - M&R,,Capability L3,421-6328-0
52,3.2.2.2.3,Deploy Product Strategy - M&R,"Product strategy is communicated to business stakeholders as well (e.g. Materials, Marketing, Sales, Health Plan CEOs).

KEY TECHNOLOGIES & DATA SOURCES
Competitive Analytics Database (CMS Public Use Files)
Product Database
MMR (Member Medicare Report)
PAPI (Pharmacy Analytics Part D Data Mart)
FIN360
Thompson-Reuters Eikon (Market Data & Information)
Underwriting Files
FP&A Sourced Data (Milliman Data, NAIC)
UHN Provider Data
MIP (Market Intelligence Portal)
SMRT (Sales Management Reporting Tools)
CMS Final Call Letter",Capability L2,421-777-0
53,3.2.2.2.3.1,Transmit Product Portfolio Data - M&R,,Capability L3,421-6329-0
54,3.2.2.2.3.2,Prepare for Product Development - M&R,,Capability L3,421-6330-0
55,3.2.2.2.3.3,Communicate Product Info to Stakeholders - M&R,,Capability L3,421-6331-0
56,3.2.2.3,Product Development - M&R,"Product Development capabilities enable design and development of cost-effective and competitive products.  The product development capabilities meet the expectations of CMS/Healthcare reform, while balancing the current changing competitive landscape.  Capabilities within development require collecting insights and collaboration with Underwriting, Regional Markets, Sales/Marketing, Operations, Provider Network, Clinical, Constituent Services and our regulators",Capability L1,421-696-0
57,3.2.2.3.1,Complete Underwriting/ Actuarial Review - M&R,"Actuarial and Underwriting teams, which are part of same broader team, work with product to prepare and submit financial portion of bid. The BPT, or Bid Pricing Tool, creates financial documents in an Excel format that are submitted along with PBP to CMS as part of the bid process. Both pieces must be submitted to together, and benefits ($) must match. A reconciliation takes place between BPT/PBP to ensure they match. 

The Expansion Modeling tool is also used in cases where market expansions are planned as a way to determine financial costs and benefits of doing so.

Note that as of 2017, Group plans no longer need to be submitted as part of bid process per CMS.


KEY TECHNOLOGIES & DATA SOURCES
Product Database (use to capture benefit)
Underwriting Grid
Bid Tool (aka Bid Pricing Tool which is an Access database)
FIN360
Claim Systems (e.g. NICE, COSMOS, etc.)
MIP (Market Intelligence Portal, used for competitor information)
BSM (Benefit Scenario Modeler)
Expansion Modeling (Excel)",Capability L2,421-778-0
58,3.2.2.3.1.1,Collect Data to Support BPT - M&R,,Capability L3,421-6332-0
59,3.2.2.3.1.2,Reconcile BPT and PBP - M&R,,Capability L3,421-6333-0
60,3.2.2.3.1.3,Create Financial Docs - M&R,,Capability L3,421-6334-0
61,3.2.2.3.2,Design Annual Plans and Formularies - M&R,"Design product benefit plans as well as formularies to support plans for each product strategy in the bid process (i.e. provide bid support). This includes 360 discussions such as

Roundtable discussions with key stakeholders (e.g. Health Plan CEOs, Sales, Marketing, Finance) as designs are evolving
Benefit scenario modeling
War Games & other competitor analysis
Regulatory assessment
Downstream impact to materials and operational areas


Click here for more details on the formulary design process. 

KEY TECHNOLOGIES & DATA SOURCES
Product Database
BSM (Benefit Scenario Modeler)
Multiple Spreadsheets & Data Inputs (Various UHG teams)
MIP (Market Intelligence Portal)
Competitor Intelligence Database
Actuarial Pricing & Bid Filing Tool",Capability L2,421-779-0
62,3.2.2.3.2.1,Complete Roundtable Discussions - M&R,,Capability L3,421-6335-0
63,3.2.2.3.2.2,Complete Plan and Formulary - M&R,,Capability L3,421-6336-0
64,3.2.2.3.3,Define System/ Data Requirement Changes - M&R,"Primary goal is to determine what changes, if any, have been made to the CMS owned Plan Benefit Package (PBP) software  that is the destination for MA & PDP benefit data. Note it is accessed via their Health Plan Management System (HPMS) website. CMS regularly updates PBP software each year, resulting in system changes in order to capture filed benefits and passed downstream. CMS supplies updated versions of PBP software to carriers in this step.

In addition, changes within internal systems to support new UHC strategies may be required. Downstream partners are engaged in discussions to identify these changes.

KEY TECHNOLOGIES & DATA SOURCES
CMS PBP Software
HPMS (Health Plan Management System)
Product Database
MAPS (Medicare Admin Plan System)
GPS (Next Generation Policy System)
Claim Systems (e.g. NICE, COSMOS, etc.)
Underwriting Grid
Actuarial Pricing & Bid Filing Tool",Capability L2,421-780-0
65,3.2.2.3.3.1,Supplied Updated PBP Version - M&R,,Capability L3,421-6337-0
66,3.2.2.3.3.2,Complete Changes to Support PBP- M&R,,Capability L3,421-6338-0
67,3.2.2.3.3.3,Identify Preliminary Changes M&R Systems- M&R,,Capability L3,421-6339-0
68,3.2.2.3.4,Submit Bid and Finalize Plan - M&R,"Bids are prepared by reconciling and conducting quality assurance on all data, all plans. Primary goal is to successfully submit bid for upcoming plan year (i.e. finalize the bid). Bids are submitted early June of each year. Carriers will receive incremental feedback from CMS between June and July. Then, carriers can make minor changes to bids based on this feedback. Bids are resubmitted from end of July through first week of August during the rebid process. CMS issues final decision on bids around September 1 of each year, approving or rejecting the bids. Approved bids mean carriers may market/sell those plan products.

As the bid process continues, downstream partners are communicated changes so they can continue to make system updates to support the upcoming year’s plans.

Note that in terms of formulary, OptumRx submits formularies to CMS on behalf of M&R for approval.

KEY TECHNOLOGIES & DATA SOURCES
CMS PBP Software
HPMS (Health Plan Management System)
Product Database
MAP (Medicare Admin Plan System)
GPS (Next Generation Policy System)
Claim Systems (e.g. NICE, COSMOS, etc.)
Underwriting Grid
Actuarial Pricing & Bid Filing Tool",Capability L2,421-781-0
69,3.2.2.3.4.1,Prepare for Bids - M&R,,Capability L3,421-6340-0
70,3.2.2.3.4.2,Review & Rebid - M&R,,Capability L3,421-6341-0
71,3.2.2.3.4.3,Receive Final Bid Approval - M&R,,Capability L3,421-6342-0
72,3.2.2.3.5,Design New and/or Innovative Products - M&R,"Occurring in tandem with bid activities, new or innovative products are explored throughout year (e.g. delegated provider groups, risk based contracting, provider tiering). Timing for this activity is fluid.


This also includes Product sponsored clinical innovations aimed at:

Leverage wearable tech to improve M&R ability to monitor & improve members' health 
Reduce readmissions by proactively identifying issues 
Create coaching opportunities to guide members to better health Better manage diabetes through improved glucose monitoring
Improve drug adherence through better medication management

KEY TECHNOLOGIES & DATA SOURCES
CMS PBP Software
Competitor Data
Industry Innovation (e.g. wearable tech, virtual visits)
Competitive Analytics SharePoint Site (incl. STARS data)
NICE/COSMOS Capabilities
Optum Capabilities (new products) 
Ancillary Vendor Capabilities/Utilization
Financial Data (provider, medical costs, utilization)",Capability L2,421-773-0
73,3.2.2.3.5.1,Bid Planning for Future Plan Year- M&R,,Capability L3,421-6343-0
74,3.2.2.3.5.2,Identify Product Opportunities - M&R,,Capability L3,421-6344-0
75,3.2.2.4,Product Implementation & Deployment - M&R,"Product Deployment capabilities allow dissemination of accurate product data to the appropriate business teams and downstream applications that facilitate sales, enrollment, claims, member services support and Communication & Delivery Service.  Deployment capabilities are not limited to data and applications and are a source of subject matter expertise, readiness preparation and communication of offerings to physicians, members and regulatory agencies.",Capability L1,421-697-0
76,3.2.2.4.1,Develop Readiness Plans - M&R,"This phase encompasses preparing data and information that needs to be communicated downstream. For example, PBP benefit grids are built, along with eligibility setup and claim rules defined to ensure downstream systems are ready. Testing plans are created to support formulary, benefits, Medicare Plan Finder, DCE (Drug Cost Estimator) as well. 
 

KEY TECHNOLOGIES & DATA SOURCES
Regulatory Reporting
Product Database
MAPS (Medicare Admin Plan System)
Claims Systems (NICE, COSMOS, CSP Facets)
GPS (Next Generation Policy System)
UCEE (United Consumer Engagement Engine)
bConnected (Lead Management)
LEAN (Landmark Electronic Application Navigator)
DCE (Drug Cost Estimator)
Portals (Acquisition, Member, Distribution)
RxClaim
CMS Medicare Plan Finder
UHN (Provider & Plan Data)
Materials
Optum Products & Services (e.g. Clinical)
Finance
United Clinical Services (iCUE & CareOne)",Capability L2,421-782-0
77,3.2.2.4.1.1,Build Benefits Grids - M&R,,Capability L3,421-6349-0
78,3.2.2.4.1.2,Define Eligibility Setup & Claim Rules - M&R,,Capability L3,421-6350-0
79,3.2.2.4.1.3,Prepare Requirements for Downstream Systems - M&R,,Capability L3,421-6351-0
80,3.2.2.4.2,Communicate Specifications & Prepare Systems - M&R,"The readiness plan from the previous step is finalized, and specifications/requirements on how to build benefits, setup claims rules, pharmacy setup are communicated to downstream partners. Completed benefit grids, formulary files,  are sent to OptumRx (ORx). Note that custom formularies, leveraged by employer groups, can add significant work.  End goal is to complete setup (deployment) in downstream systems in preparation for quality review and testing.

KEY TECHNOLOGIES & DATA SOURCES
Regulatory Reporting
Product Database
MAPS (Medicare Admin Plan System)
Claims Systems (NICE, COSMOS, CSP Facets)
GPS (Next Generation Policy System)
UCEE (United Consumer Engagement Engine)
bConnected (Lead Management)
LEAN (Landmark Electronic Application Navigator)
DCE (Drug Cost Estimator)
Portals (Acquisition, Member, Distribution)
RxClaim
CMS Medicare Plan Finder
UHN (Provider & Plan Data)
Materials
Optum Products & Services (e.g. Clinical)
Finance
United Clinical Services (iCUE & CareOne)",Capability L2,421-783-0
81,3.2.2.4.2.1,Transmit Data & Files - M&R,,Capability L3,421-6347-0
82,3.2.2.4.2.2,Complete Setup in Downstream Systems - M&R,,Capability L3,421-6348-0
83,3.2.2.4.3,Implement Readiness Plans - M&R,"This phase encompasses preparing data and information that needs to be communicated downstream. For example, PBP benefit grids are built, along with eligibility setup and claim rules defined to ensure downstream systems are ready. Testing plans are created to support formulary, benefits, Medicare Plan Finder, DCE (Drug Cost Estimator) as well. 
 

KEY TECHNOLOGIES & DATA SOURCES
Regulatory Reporting
Product Database
MAPS (Medicare Admin Plan System)
Claims Systems (NICE, COSMOS, CSP Facets)
GPS (Next Generation Policy System)
UCEE (United Consumer Engagement Engine)
bConnected (Lead Management)
LEAN (Landmark Electronic Application Navigator)
DCE (Drug Cost Estimator)
Portals (Acquisition, Member, Distribution)
RxClaim
CMS Medicare Plan Finder
UHN (Provider & Plan Data)
Materials
Optum Products & Services (e.g. Clinical)
Finance
United Clinical Services (iCUE & CareOne)",Capability L2,421-774-0
84,3.2.2.4.4,Manage Product Pilots - M&R,"Manage any new products that have been introduced into the newest plan year. This includes the following reporting & assessment activities:

Marketplace monitoring
Enrollment reporting
Product performance assessment 

This also includes management of Product sponsored clinical innovations aimed at:

Leverage wearable tech to improve M&R ability to monitor & improve members' health 
Reduce readmissions by proactively identifying issues 
Create coaching opportunities to guide members to better health Better manage diabetes through improved glucose monitoring
Improve drug adherence through better medication management


KEY TECHNOLOGIES & DATA SOURCES
Regulatory Reporting
Product Database
MAPS (Medicare Admin Plan System)
Claims Systems (NICE, COSMOS, CSP Facets)
GPS (Next Generation Policy System)
UCEE (United Consumer Engagement Engine)
bConnected (Lead Management)
LEAN (Landmark Electronic Application Navigator)
DCE (Drug Cost Estimator)
Portals (Acquisition, Member, Distribution)
RxClaim
CMS Medicare Plan Finder
UHN (Provider & Plan Data)
Materials
Optum Products & Services (e.g. Clinical)
Finance
United Clinical Services (iCUE & CareOne)",Capability L2,421-784-0
85,3.2.2.4.4.1,Evaluate Product Pilots - M&R,,Capability L3,421-6345-0
86,3.2.2.4.4.2,Determine Product Performance - M&R,,Capability L3,421-6346-0
87,3.2.2.5,Product Oversight & Monitoring - M&R,,Capability L1,421-6269-0
88,3.2.2.5.1,Maximize Relationships & Manage Contracts - M&R,,Capability L2,421-6270-0
89,3.2.2.5.2,Monitor Product Performance - M&R,,Capability L2,421-6271-0
90,3.2.3,Marketing- M&R,"The Demand Management Domain encompasses the marketing, sales, and distribution capabilities.",Domain L0,421-681-0
91,3.2.3.1,Set Marketing Strategy - M&R,"This capability focuses on setting sales and marketing goals to achieve member growth and retention, lowering cost and optimizing the return on member acquisition investment and increasing point of sale effectiveness by improving integration of products, channels and technologies.",Capability L1,421-698-0
92,3.2.3.1.1,Gather Consumer Insights & Establish Segmentation - M&R,"Market Analysis, Staffing, Goal Alignment, Market Engagement
There are four main components that define Go to Market Planning; 
1) Market Analysis: Competitive analysis done from multiple sources and at different levels depending on the market.  In addition, market penetration analysis may be completed to understand potential market impacts.
2) Goal Alignment: Financial goals drive the initial goal process, market leaders use market analysis to validate goal feasibility and determine strategy.
3) Staffing: Different staffing mixes are needed to support goal projections.
4) Market Engagement: Defines the retail, community meetings, and other venues for consumer touch points.  This is part of the go to market plan to obtain sales goals.
Defining Consumer Sales Strategy & Targets.
CMS dictates the regulations and our Product team tells Medicare & Retirement the Healthcare Reform updates & Medicare reimbursement rates.
Setting staffing targets & sales goals by product, geography, and channel.
 Partner with Product leadership to determine appropriate ‘At Risk’ strategy to proactively retain key marketing segments during OEP.",Capability L2,421-785-0
93,3.2.3.1.1.1,Set Goals - M&R,,Capability L3,421-6312-0
94,3.2.3.1.1.2,Go to Market Planning - M&R,,Capability L3,421-6313-0
95,3.2.3.1.1.3,Partner with Product Leadership - M&R,,Capability L3,421-6314-0
96,3.2.3.1.2,Define Consumer Marketing Strategy - M&R,"Analyze Consumer trends and best practices, prior year results and create Consumer journeys.

Consumer Engagement Strategy: 

Channel Engagement Strategy:  The Channel strategy needs to provide personalized tools and procedures to deliver targeted results leveraging standardized tools which can be configurable for each channel.

Market Channel Strategy: Go to Market planning establishes goals and needs for each channel (i.e. telesales, FMO, ICA, ISR) to meet the overall goals.  The process must be flexible to meet the ever changing market dynamics.",Capability L2,421-791-0
97,3.2.3.1.2.1,Consumer Engagement Strategy - M&R,,Capability L3,421-2866-0
98,3.2.3.1.2.2,Channel Engagement - M&R,,Capability L3,421-2867-0
99,3.2.3.1.2.3,Market Channel Strategy - M&R,,Capability L3,421-2868-0
100,3.2.3.1.3,Establish Channel Strategy & Value Proposition  - M&R,"Conduct consumer market analysis to determine product & material usability, review Voice of the Customer, and analyze competitive landscape.  

.The campaign is generated taking into account factors such as revenue targets and outlined goals.",Capability L2,421-792-0
101,3.2.3.1.3.1,Analyze Prior Year Campaign Results - M&R,,Capability L3,421-2869-0
102,3.2.3.1.3.2,Analyze Competitive Landscape - M&R,,Capability L3,421-2870-0
103,3.2.3.1.3.3,Build Campaigns  - M&R,,Capability L3,421-2871-0
104,3.2.3.2,Continuously Engage Consumer - M&R,Executes consumer engagement initiatives across all channels to drive consistency and value for all consumer segments,Capability L1,421-699-0
105,3.2.3.2.1,Gather Voices of the Consumer - M&R,Create/update messaging and branding guidelines based on new product features/benefits. Follow established campaign development process flows to ensure accuracy and efficiency.  Share marketing campaign forecasts with workforce management to staff Customer Service and Telesales.  Communicate campaign launch details to key cross functional partners to optimize the end to end customer experience.,Capability L2,421-793-0
106,3.2.3.2.1.1,Create Touchpoints - M&R,,Capability L3,421-6352-0
107,3.2.3.2.1.2,Capture Feedback - M&R,,Capability L3,421-6353-0
108,3.2.3.2.2,Determine Next Best Action - M&R,"Managing campaigns including monitoring the effectiveness and recording metrics to be analyzed upon campaign completion. Once the campaign is complete, results are analyzed to determine if the desired outcomes were achieved. Based on the outcome of analysis, an action plan is created to modify upcoming efforts, Customer Service, telesales scripting and/or call handling.",Capability L2,421-794-0
109,3.2.3.2.2.2,Optimize Interaction Time - M&R,,Capability L3,421-2862-0
110,3.2.3.2.2.3,Provide Recommendations - M&R,,Capability L3,421-2863-0
111,3.2.3.2.3,Deploy Offers - M&R,,Capability L2,421-6275-0
112,3.2.3.2.4,Deliver Campaigns - M&R,Create/update messaging and branding guidelines based on new product features/benefits. Follow established campaign development process flows to ensure accuracy and efficiency.  Share marketing campaign forecasts with workforce management to staff Customer Service and Telesales.  Communicate campaign launch details to key cross functional partners to optimize the end to end customer experience.,Capability L2,421-6276-0
113,3.2.3.2.4.1,Create Execution - M&R,,Capability L3,421-6354-0
114,3.2.3.2.4.2,Media Execution - M&R,,Capability L3,421-6355-0
115,3.2.3.2.4.3,Operationalize Campaigns - M&R,,Capability L3,421-6356-0
116,3.2.3.2.5,Manage Content - M&R,,Capability L2,421-6277-0
117,3.2.3.2.5.1,Content Creation & Workflow - M&R,,Capability L3,421-6357-0
118,3.2.3.2.5.2,Content Promotion - M&R,,Capability L3,421-6358-0
119,3.2.3.2.6,"Manage Preferences, Experience, & Design - M&R",,Capability L2,421-6278-0
